File_Size_Bytes,Attributes,CPU_State,Memory_State,Network,Avail_CPU_%,Avail_Memory_%,Full_Execution_Time_s,Partial_RP1_Time_s,Transmission_Time_s,Partial_RP2_Time_s,Partial_Total_Time_s,Offload_Decision
1,4,Critical,Idle,LAN,19.82986246,75.37467229,0.038471937,0.019411564,0.0100335,0.020246506,0.04969157,0
1,4,Critical,Idle,WLAN,15.27682027,77.00877632,0.038578749,0.019349575,0.0500668,0.019886494,0.089302869,0
1,4,Critical,Medium,LAN,16.75764448,44.31055433,0.038514376,0.01940465,0.0100335,0.020094872,0.049533021,0
1,4,Critical,Medium,WLAN,4.951756979,31.42369125,0.038311005,0.019516468,0.0500672,0.02038455,0.089968218,0
1,4,Critical,Critical,LAN,2.231110546,15.49038511,0.03881979,0.01913619,0.0100332,0.020256042,0.049425433,0
1,4,Critical,Critical,WLAN,1.164957375,1.803348641,0.038299799,0.019370317,0.0500672,0.020120382,0.0895579,0
1,5,Idle,Idle,LAN,67.75645268,79.33548605,0.044597864,0.019451857,0.0100335,0.026996374,0.056481731,0
1,5,Idle,Idle,WLAN,61.06263875,74.73868458,0.044822454,0.019292355,0.050067,0.026957035,0.09631639,0
1,5,Idle,Medium,LAN,61.25510802,23.44290435,0.044710636,0.01938343,0.0100334,0.027185202,0.056602032,0
1,5,Idle,Medium,WLAN,73.72734367,23.08125361,0.044638634,0.019332409,0.050067,0.026677847,0.096077256,0
1,5,Idle,Critical,LAN,54.81019526,7.027755359,0.044500351,0.019640446,0.0100336,0.027163982,0.056838028,0
1,5,Idle,Critical,WLAN,69.16448347,5.298726509,0.044770956,0.019474983,0.0500668,0.026505709,0.096047492,0
1,5,Medium,Idle,LAN,29.80257614,53.50759605,0.044702768,0.019494295,0.0100337,0.02707839,0.056606385,0
1,5,Medium,Idle,WLAN,24.94355358,61.00399529,0.044888258,0.01945591,0.050067,0.026882648,0.096405558,0
1,5,Medium,Medium,LAN,33.12704894,37.30993908,0.044607878,0.019439936,0.0100334,0.027124882,0.056598217,0
1,5,Medium,Medium,WLAN,44.06827168,25.81008145,0.044488668,0.019630432,0.0500668,0.026783943,0.096481175,0
1,5,Medium,Critical,LAN,30.98648441,2.631539787,0.044740915,0.019490957,0.0100336,0.027187109,0.056711666,0
1,5,Medium,Critical,WLAN,34.19018016,12.00070257,0.044744968,0.019439697,0.0500666,0.026937008,0.096443305,0
1,5,Critical,Idle,LAN,2.8144104,73.37391291,0.044583321,0.019407749,0.0100335,0.026945829,0.056387079,0
1,5,Critical,Idle,WLAN,19.3572801,68.23812273,0.044472933,0.019456625,0.050067,0.02697444,0.096498065,0
1,5,Critical,Medium,LAN,19.85895063,36.9833428,0.044587851,0.019412994,0.0100336,0.026980162,0.056426756,0
1,5,Critical,Medium,WLAN,11.7394684,49.02149248,0.044680357,0.019589424,0.0500668,0.026804686,0.09646091,0
1,5,Critical,Critical,LAN,15.56096153,7.331712483,0.044772863,0.01947093,0.0100335,0.026839972,0.056344402,0
1,5,Critical,Critical,WLAN,12.1677659,14.49605305,0.044779301,0.019405603,0.0500672,0.026897192,0.096369995,0
1,6,Idle,Idle,LAN,64.49111035,51.22484948,0.051912069,0.019238234,0.0100332,0.034623146,0.06389458,0
1,6,Idle,Idle,WLAN,55.73548332,67.27405394,0.050869465,0.019426584,0.0500672,0.03481555,0.104309334,0
1,6,Idle,Medium,LAN,54.77925562,38.34134017,0.050889969,0.019560337,0.0100335,0.034798384,0.064392221,0
1,6,Idle,Medium,WLAN,52.06150805,49.99997587,0.050696611,0.019488335,0.050067,0.033845901,0.103401236,0
1,6,Idle,Critical,LAN,53.02776609,5.400629682,0.050708294,0.01943326,0.0100335,0.034031153,0.063497913,0
1,6,Idle,Critical,WLAN,77.99983704,3.982718443,0.050925493,0.019447565,0.0500672,0.033620119,0.103134884,0
1,6,Medium,Idle,LAN,38.24941808,67.07129522,0.050563812,0.019404173,0.0100337,0.034089088,0.063526961,0
1,6,Medium,Idle,WLAN,41.37285723,51.31310731,0.051010609,0.019386292,0.0500666,0.033774614,0.103227506,0
1,6,Medium,Medium,LAN,29.78422965,36.38180896,0.051035881,0.019502163,0.0100335,0.033979654,0.063515317,0
1,6,Medium,Medium,WLAN,24.97843514,23.99307343,0.050933599,0.019318581,0.0500668,0.034040928,0.103426309,0
1,6,Medium,Critical,LAN,42.72640186,3.490756806,0.050779104,0.019235611,0.0100334,0.034083128,0.063352139,0
1,6,Medium,Critical,WLAN,25.29660782,13.72210483,0.050652742,0.019394875,0.050067,0.033773184,0.103235058,0
1,6,Critical,Idle,LAN,13.88248519,66.0992287,0.050745726,0.019557476,0.0100337,0.033867359,0.063458535,0
1,6,Critical,Idle,WLAN,8.357968108,56.05898273,0.050898314,0.01941514,0.050067,0.034268856,0.103750996,0
1,6,Critical,Medium,LAN,8.397300804,35.25173327,0.050652266,0.019335032,0.0100335,0.034716845,0.064085376,0
1,6,Critical,Medium,WLAN,6.643032532,29.40119234,0.050801516,0.019662142,0.0500672,0.034062862,0.103792204,0
1,6,Critical,Critical,LAN,19.46235651,12.21883499,0.050797462,0.019455194,0.0100334,0.033551693,0.063040287,0
1,6,Critical,Critical,WLAN,5.29864928,6.342989372,0.050630569,0.019163132,0.0500668,0.034059286,0.103289218,0
1,7,Idle,Idle,LAN,69.84118368,79.21421392,0.057019949,0.019427776,0.0100336,0.040696144,0.07015752,0
1,7,Idle,Idle,WLAN,67.68929002,76.91664914,0.05674839,0.019362688,0.050067,0.0402174,0.109647088,0
1,7,Idle,Medium,LAN,79.06002924,35.0378587,0.056877613,0.019449711,0.0100336,0.040511608,0.069994919,0
1,7,Idle,Medium,WLAN,78.76946567,21.28903865,0.057147026,0.019449234,0.050067,0.04049468,0.110010914,0
1,7,Idle,Critical,LAN,58.30729492,11.44753429,0.057005644,0.019584656,0.0100335,0.04038167,0.069999826,0
1,7,Idle,Critical,WLAN,70.66390181,4.966518972,0.056978703,0.019391537,0.050067,0.04241848,0.111877017,0
1,7,Medium,Idle,LAN,33.04870738,62.32707597,0.056998491,0.019490242,0.0100335,0.041805744,0.071329486,0
1,7,Medium,Idle,WLAN,39.38421263,72.73078174,0.056952477,0.019547462,0.0500672,0.040390015,0.110004677,0
1,7,Medium,Medium,LAN,22.64843217,22.12559858,0.05667448,0.019589663,0.0100337,0.040062189,0.069685552,0
1,7,Medium,Medium,WLAN,45.90693987,26.5705552,0.056902885,0.019464254,0.050067,0.040507555,0.110038809,0
1,7,Medium,Critical,LAN,43.97104354,11.37610531,0.056963205,0.019494057,0.0100336,0.040481806,0.070009463,0
1,7,Medium,Critical,WLAN,41.49493666,17.37955268,0.056972027,0.019380808,0.0500668,0.040169716,0.109617324,0
1,7,Critical,Idle,LAN,15.77379171,67.20846833,0.057136536,0.019449472,0.0100337,0.040517807,0.070000979,0
1,7,Critical,Idle,WLAN,4.336085926,55.24464965,0.057184458,0.019436121,0.0500672,0.040466547,0.109969868,0
1,7,Critical,Medium,LAN,2.611063013,26.5766718,0.056563854,0.019377947,0.0100335,0.040926218,0.070337665,0
1,7,Critical,Medium,WLAN,5.080273958,21.77146243,0.056854725,0.019539118,0.0500668,0.040445566,0.110051484,0
1,7,Critical,Critical,LAN,9.072531452,2.566634459,0.056779861,0.019547462,0.0100336,0.040730476,0.070311539,0
1,7,Critical,Critical,WLAN,3.208636352,19.23854308,0.057055712,0.01939249,0.050067,0.040617943,0.110077433,0
1,8,Idle,Idle,LAN,65.66986982,52.08110109,0.06316185,0.019300938,0.0100333,0.046709776,0.076044014,0
1,8,Idle,Idle,WLAN,71.64451409,66.42637164,0.063059807,0.019180059,0.0500666,0.046497107,0.115743766,0
1,8,Idle,Medium,LAN,53.14907821,37.24048156,0.063462734,0.019569874,0.0100336,0.047017813,0.076621287,0
1,8,Idle,Medium,WLAN,76.48156867,21.37247119,0.063295841,0.019520283,0.0500672,0.047134161,0.116721644,0
1,8,Idle,Critical,LAN,69.01159287,14.00077291,0.063203573,0.019396544,0.0100335,0.046634436,0.076064479,0
1,8,Idle,Critical,WLAN,52.46246441,16.89939815,0.063070297,0.019461155,0.050067,0.046712399,0.116240553,0
1,8,Medium,Idle,LAN,26.06098431,54.36774958,0.062649012,0.01911211,0.0100333,0.04858923,0.07773464,0
1,8,Medium,Idle,WLAN,26.39674462,52.26199638,0.062930584,0.019315004,0.050067,0.04880476,0.118186764,0
1,8,Medium,Medium,LAN,44.17527458,28.7877568,0.06291604,0.019349337,0.0100336,0.046530724,0.07591366,0
1,8,Medium,Medium,WLAN,40.29504644,39.35981739,0.063272476,0.019462824,0.050067,0.048714876,0.1182447,0
1,8,Medium,Critical,LAN,22.65945724,4.296216776,0.06291604,0.019524574,0.0100336,0.047034025,0.076592199,0
1,8,Medium,Critical,WLAN,34.80388587,3.547860087,0.063230991,0.019364595,0.050067,0.046942472,0.116374068,0
1,8,Critical,Idle,LAN,18.53186413,60.46167711,0.063085794,0.019480944,0.0100336,0.046937943,0.076452486,0
1,8,Critical,Idle,WLAN,15.80641136,71.19327167,0.063322783,0.01941514,0.050067,0.046636343,0.116118483,0
1,8,Critical,Medium,LAN,8.384168236,29.67853993,0.062846184,0.019441843,0.0100335,0.046936274,0.076411617,0
1,8,Critical,Medium,WLAN,11.62229536,43.1566342,0.062845945,0.019330263,0.0500668,0.046953678,0.116350741,0
1,8,Critical,Critical,LAN,2.427935132,0.288050486,0.063063622,0.019438744,0.0100336,0.047209978,0.076682322,0
1,8,Critical,Critical,WLAN,15.787851,11.8721189,0.063164473,0.019396305,0.050067,0.046738386,0.116201691,0
1,9,Idle,Idle,LAN,73.08779117,78.57232687,0.06920886,0.019506693,0.0100334,0.053467274,0.083007367,0
1,9,Idle,Idle,WLAN,71.19725856,59.01005543,0.069350243,0.019545078,0.050067,0.052970171,0.122582249,0
1,9,Idle,Medium,LAN,59.76322212,27.16038879,0.069368601,0.019495487,0.0100335,0.052874088,0.082403076,0
1,9,Idle,Medium,WLAN,69.61712724,43.47734064,0.069045544,0.019547939,0.050067,0.05304265,0.12265759,0
1,9,Idle,Critical,LAN,70.37027922,12.94582165,0.069316149,0.01942873,0.0100336,0.052886724,0.082349054,0
1,9,Idle,Critical,WLAN,67.66801987,18.49711655,0.069345474,0.019291162,0.050067,0.053403616,0.122761778,0
1,9,Medium,Idle,LAN,45.83387584,75.72690384,0.069263935,0.019458532,0.0100337,0.052969933,0.082462165,0
1,9,Medium,Idle,WLAN,37.87285591,56.68898204,0.069167376,0.01935339,0.0500672,0.052963018,0.122383608,0
1,9,Medium,Medium,LAN,46.70275681,46.57098953,0.069159031,0.019337654,0.0100334,0.055231333,0.084602387,0
1,9,Medium,Medium,WLAN,42.91584521,47.02380162,0.069180727,0.019452572,0.050067,0.053056479,0.12257605,0
1,9,Medium,Critical,LAN,34.95793651,4.965185008,0.069011211,0.020273447,0.0100335,0.051433325,0.081740272,0
1,9,Medium,Critical,WLAN,27.06165561,1.50802348,0.069443226,0.019515991,0.0500668,0.053251028,0.122833819,0
1,9,Critical,Idle,LAN,1.460674921,56.53945397,0.069359541,0.019474506,0.0100336,0.053316832,0.082824938,0
1,9,Critical,Idle,WLAN,6.477474021,64.18981964,0.069262028,0.019379139,0.050067,0.055049181,0.12449532,0
1,9,Critical,Medium,LAN,7.436714092,41.69332951,0.069379807,0.019513607,0.0100337,0.053096294,0.082643601,0
1,9,Critical,Medium,WLAN,4.667567898,43.15300375,0.069297791,0.019500256,0.0500672,0.052909374,0.12247683,0
1,9,Critical,Critical,LAN,9.76591844,6.097347493,0.06914115,0.019494057,0.0100336,0.052717447,0.082245104,0
1,9,Critical,Critical,WLAN,6.422293408,13.25321618,0.069157124,0.019408464,0.050067,0.052967787,0.122443251,0
1,10,Idle,Idle,LAN,61.79300586,65.58764608,0.075541973,0.019417048,0.0100334,0.059244156,0.088694603,0
1,10,Idle,Idle,WLAN,68.03147658,79.07084193,0.075428009,0.019494295,0.0500674,0.058840752,0.128402447,0
1,10,Idle,Medium,LAN,52.361166,46.61190274,0.075713873,0.019466877,0.0100336,0.058922529,0.088423006,0
1,10,Idle,Medium,WLAN,70.08344734,39.71942976,0.075443268,0.019396782,0.0500668,0.059608459,0.129072041,0
1,10,Idle,Critical,LAN,54.96001646,13.5561584,0.075540066,0.019308329,0.0100334,0.059110403,0.088452132,0
1,10,Idle,Critical,WLAN,52.86162321,3.861490983,0.075811148,0.019407034,0.050067,0.059395313,0.128869347,0
1,10,Medium,Idle,LAN,30.83156301,65.81901161,0.075222492,0.019282579,0.0100334,0.059138775,0.088454754,0
1,10,Medium,Idle,WLAN,27.92568098,79.53450678,0.075380802,0.019412041,0.050067,0.058896542,0.128375582,0
1,10,Medium,Medium,LAN,22.5052861,25.94151563,0.075536966,0.019453287,0.0100335,0.059569359,0.089056146,0
1,10,Medium,Medium,WLAN,27.37607214,23.64388933,0.075735569,0.019564152,0.0500672,0.059539318,0.12917067,0
1,10,Medium,Critical,LAN,36.96886089,5.370219129,0.075486898,0.019262314,0.0100334,0.059524059,0.088819773,0
1,10,Medium,Critical,WLAN,32.90236202,4.274006356,0.07525444,0.019549608,0.050067,0.059124947,0.128741555,0
1,10,Critical,Idle,LAN,3.875871448,51.37024378,0.075625896,0.0192554,0.0100335,0.059130907,0.088419807,0
1,10,Critical,Idle,WLAN,13.04465784,71.3199538,0.075498819,0.019471645,0.0500668,0.059384823,0.128923268,0
1,10,Critical,Medium,LAN,7.285400628,21.03407409,0.074961901,0.019412518,0.0100335,0.05937767,0.088823688,0
1,10,Critical,Medium,WLAN,0.848682011,45.39954734,0.075375319,0.019452095,0.0500668,0.059469461,0.128988356,0
1,10,Critical,Critical,LAN,19.77774516,6.607047798,0.075731754,0.019434929,0.0100335,0.059795618,0.089264047,0
1,10,Critical,Critical,WLAN,15.87171081,16.9873628,0.075662374,0.019361496,0.050067,0.061058044,0.13048654,0
1,11,Idle,Idle,LAN,54.98130004,76.14709986,0.081760168,0.019457102,0.0100336,0.065883875,0.095374577,0
1,11,Idle,Idle,WLAN,68.03006257,74.98762434,0.081491232,0.019549131,0.0500672,0.067835331,0.137451662,0
1,11,Idle,Medium,LAN,56.84026002,42.56994654,0.081774235,0.019436598,0.0100334,0.065651178,0.095121176,0
1,11,Idle,Medium,WLAN,63.55660898,48.70528709,0.081370831,0.019372225,0.0500668,0.065900564,0.135339589,0
1,11,Idle,Critical,LAN,57.20745711,16.14069095,0.081653357,0.019467592,0.0100335,0.065444469,0.094945562,0
1,11,Idle,Critical,WLAN,60.00745061,11.74816281,0.081844807,0.019546747,0.0500666,0.066220045,0.135833392,0
1,11,Medium,Idle,LAN,44.22282328,74.30992246,0.081749439,0.019530773,0.0100336,0.067900896,0.097465269,0
1,11,Medium,Idle,WLAN,34.49030098,74.15157185,0.081645727,0.019530058,0.050067,0.065820932,0.13541799,0
1,11,Medium,Medium,LAN,34.97786179,49.51779848,0.08133769,0.019453287,0.0100336,0.0655334,0.095020287,0
1,11,Medium,Medium,WLAN,27.22651643,42.14852448,0.081734896,0.019353628,0.050067,0.065686703,0.135107331,0
1,11,Medium,Critical,LAN,46.53815578,9.821994584,0.081504822,0.019571781,0.0100335,0.065797806,0.095403087,0
1,11,Medium,Critical,WLAN,23.97385822,8.948028632,0.081442595,0.019488335,0.050067,0.065607071,0.135162406,0
1,11,Critical,Idle,LAN,1.870482915,76.69181117,0.081791401,0.019580126,0.0100335,0.065976381,0.095590007,0
1,11,Critical,Idle,WLAN,14.00964416,77.12132276,0.08164525,0.019341707,0.050067,0.065600157,0.135008864,0
1,11,Critical,Medium,LAN,5.749477334,30.57925642,0.081771374,0.019481182,0.0100335,0.065629244,0.095143926,0
1,11,Critical,Medium,WLAN,13.84002464,23.60118174,0.081924677,0.019204855,0.0500664,0.06593585,0.135207105,0
1,11,Critical,Critical,LAN,2.360389988,8.732823688,0.081772089,0.019418478,0.0100335,0.066070795,0.095522773,0
1,11,Critical,Critical,WLAN,7.001974159,2.648049733,0.081722975,0.019483089,0.050067,0.065547705,0.135097794,0
1,12,Idle,Idle,LAN,78.48346362,63.8866624,0.087811708,0.019562244,0.0100336,0.071976185,0.101572029,0
1,12,Idle,Idle,WLAN,74.92266641,66.61370293,0.087884188,0.019177437,0.0500666,0.072078943,0.14132298,0
1,12,Idle,Medium,LAN,79.52914079,45.76206718,0.087765217,0.01947546,0.0100336,0.07161212,0.10112118,0
1,12,Idle,Medium,WLAN,52.97378688,41.74116408,0.088866234,0.019606113,0.050067,0.073660851,0.143333964,0
1,12,Idle,Critical,LAN,78.15170069,14.66751349,0.087911844,0.019537687,0.0100336,0.071843624,0.101414911,0
1,12,Idle,Critical,WLAN,61.25368151,1.426433696,0.087855101,0.019494772,0.050067,0.073926687,0.143488459,0
1,12,Medium,Idle,LAN,22.52692291,59.92111944,0.087954998,0.019413948,0.0100335,0.072003126,0.101450574,0
1,12,Medium,Idle,WLAN,29.92046003,79.43947673,0.087518215,0.019629717,0.0500672,0.072025061,0.141721978,0
1,12,Medium,Medium,LAN,28.95639495,30.80893085,0.087704897,0.019456387,0.0100335,0.071682215,0.101172101,0
1,12,Medium,Medium,WLAN,42.61961752,33.01542746,0.087760925,0.019583464,0.0500672,0.071508646,0.14115931,0
1,12,Medium,Critical,LAN,36.589374,19.24274147,0.087842464,0.019465923,0.0100336,0.07168889,0.101188414,0
1,12,Medium,Critical,WLAN,28.10545662,14.9926293,0.087812901,0.01947093,0.0500672,0.071988106,0.141526236,0
1,12,Critical,Idle,LAN,10.60611002,54.29485483,0.087888479,0.019487381,0.0100336,0.071752548,0.101273529,0
1,12,Critical,Idle,WLAN,8.563581596,64.31529063,0.087626696,0.019505739,0.0500674,0.072265863,0.141839003,0
1,12,Critical,Medium,LAN,2.831590682,25.62957057,0.087774515,0.019547939,0.0100334,0.071996689,0.101578028,0
1,12,Critical,Medium,WLAN,15.59255474,47.42189243,0.087686062,0.019537687,0.0500672,0.071955681,0.141560568,0
1,12,Critical,Critical,LAN,17.31541253,15.22018874,0.087982893,0.019477606,0.0100335,0.071754694,0.1012658,0
1,12,Critical,Critical,WLAN,13.39740991,12.98912372,0.087569714,0.019447565,0.0500668,0.071780682,0.141295047,0
1,13,Idle,Idle,LAN,68.23017053,57.16747008,0.093524456,0.019365072,0.0100335,0.080471754,0.109870326,0
1,13,Idle,Idle,WLAN,51.27395329,59.59861522,0.094092607,0.019331694,0.050067,0.078037977,0.147436671,0
1,13,Idle,Medium,LAN,65.75529793,49.76546426,0.09407568,0.019296646,0.0100334,0.077787876,0.107117922,0
1,13,Idle,Medium,WLAN,51.16459484,32.44575692,0.09428072,0.019457102,0.0500672,0.080152273,0.149676575,0
1,13,Idle,Critical,LAN,58.86972459,3.244267343,0.094055414,0.019411325,0.0100335,0.08038187,0.109826696,0
1,13,Idle,Critical,WLAN,76.65906857,16.10203693,0.093952656,0.019403219,0.0500666,0.078029633,0.147499452,0
1,13,Medium,Idle,LAN,25.90678671,63.91156997,0.09425211,0.019426584,0.0100336,0.077950001,0.107410185,0
1,13,Medium,Idle,WLAN,32.12962642,77.1250101,0.094220161,0.019354582,0.050067,0.080374241,0.149795823,0
1,13,Medium,Medium,LAN,49.87234283,26.38680694,0.094304562,0.019599199,0.0100335,0.077836037,0.107468736,0
1,13,Medium,Medium,WLAN,36.63958412,28.89061557,0.093943596,0.019520283,0.0500672,0.078346014,0.147933497,0
1,13,Medium,Critical,LAN,27.86012266,6.632103113,0.095997334,0.01994276,0.0100336,0.080267429,0.11024379,0
1,13,Medium,Critical,WLAN,39.2838526,2.518265926,0.095132589,0.019951344,0.050067,0.079770803,0.149789147,0
1,13,Critical,Idle,LAN,17.32077777,67.81098196,0.096158743,0.019979239,0.0100336,0.080156088,0.110168926,0
1,13,Critical,Idle,WLAN,18.72638038,52.07761609,0.09604001,0.019731283,0.050067,0.07878685,0.148585133,0
1,13,Critical,Medium,LAN,3.199795701,48.39323939,0.095058203,0.019670963,0.0100337,0.080721617,0.11042628,0
1,13,Critical,Medium,WLAN,2.135382037,39.43637607,0.094120264,0.019367456,0.0500674,0.078146458,0.147581314,0
1,13,Critical,Critical,LAN,12.6190596,8.505659737,0.09425354,0.019476652,0.0100336,0.078769684,0.108279936,0
1,13,Critical,Critical,WLAN,17.38457535,10.99585586,0.093777895,0.019429922,0.0500672,0.07797122,0.147468342,0
1,14,Idle,Idle,LAN,79.02285386,71.4526297,0.100144625,0.019478798,0.0100336,0.084852219,0.114364617,0
1,14,Idle,Idle,WLAN,51.08228055,56.80981044,0.099838257,0.019422054,0.0500672,0.084975243,0.154464497,0
1,14,Idle,Medium,LAN,79.9357609,42.22220925,0.100569487,0.019974709,0.0100336,0.085666895,0.115675203,0
1,14,Idle,Medium,WLAN,73.64647323,23.86736497,0.100796938,0.020673275,0.0500672,0.08626771,0.157008185,0
1,14,Idle,Critical,LAN,56.10420825,19.09720013,0.100165367,0.019447803,0.0100335,0.087321758,0.116803062,0
1,14,Idle,Critical,WLAN,55.07603562,10.70937556,0.103339911,0.019973516,0.0500668,0.084663391,0.154703708,0
1,14,Medium,Idle,LAN,42.94445632,67.64012938,0.101493835,0.019760847,0.0100335,0.087005138,0.116799485,0
1,14,Medium,Idle,WLAN,46.39719218,62.04629236,0.104137182,0.021092653,0.0500672,0.087997913,0.159157767,0
1,14,Medium,Medium,LAN,47.35678324,37.41982019,0.103114128,0.019945145,0.0100337,0.086948156,0.116927001,0
1,14,Medium,Medium,WLAN,24.88753758,43.30596213,0.102249146,0.020401478,0.0500672,0.084993362,0.15546204,0
1,14,Medium,Critical,LAN,31.48945347,7.712046354,0.106273174,0.020225525,0.0100335,0.087333918,0.117592943,0
1,14,Medium,Critical,WLAN,45.48881428,11.44958899,0.104077101,0.020182371,0.050067,0.089096785,0.159346156,0
